,season,holiday,workingday,weathersit,temp,atemp,hum,windspeed,hr,mnth,yr,prediction
2312,2,0,1,2,0.46,0.4545,1.0,0.2239,6,4,0,66.0
14892,3,0,1,2,0.64,0.6061,0.65,0.2239,17,9,1,905.0
9581,1,0,1,2,0.22,0.197,0.75,0.4478,4,2,1,1.0
13229,3,0,1,1,0.76,0.7121,0.62,0.194,10,7,1,250.0
11137,2,0,0,1,0.34,0.3333,0.76,0.1642,6,4,1,28.0
5612,3,0,1,2,0.74,0.7121,0.74,0.1343,18,8,0,408.0
5758,3,0,1,2,0.62,0.5758,0.83,0.1045,9,9,0,214.0
5268,3,0,1,1,0.74,0.6515,0.33,0.1045,10,8,0,170.0
8786,1,0,1,1,0.36,0.3485,0.5,0.194,22,1,1,107.0
9964,1,0,0,2,0.3,0.2727,0.42,0.2985,5,2,1,3.0
8965,1,0,0,1,0.16,0.2273,0.47,0.0,10,1,1,206.0
764,1,0,1,1,0.14,0.2121,0.59,0.0,7,2,0,96.0
3934,2,0,1,1,0.64,0.5909,0.78,0.1045,20,6,0,186.0
17079,4,0,1,1,0.32,0.3333,0.7,0.1045,10,12,1,178.0
5857,3,0,1,3,0.54,0.5152,0.88,0.2985,13,9,0,101.0
10092,1,0,1,1,0.58,0.5455,0.35,0.2239,14,3,1,211.0
13254,3,0,1,2,0.76,0.7121,0.58,0.1343,11,7,1,215.0
11218,2,0,1,1,0.66,0.6212,0.24,0.3284,15,4,1,255.0
16195,4,1,0,1,0.6,0.6061,0.6,0.2239,13,11,1,760.0
5023,3,0,1,1,0.66,0.6212,0.74,0.1343,5,8,0,17.0
17092,4,0,1,1,0.32,0.3333,0.66,0.1343,23,12,1,65.0
945,1,0,0,1,0.16,0.197,0.69,0.0896,0,2,0,39.0
15551,4,0,1,2,0.56,0.5303,0.68,0.2239,4,10,1,14.0
8513,1,1,0,1,0.34,0.2879,0.46,0.5821,11,12,0,70.0
5862,3,0,1,2,0.54,0.5152,0.88,0.3881,18,9,0,453.0
4046,3,0,1,2,0.8,0.7727,0.59,0.2239,12,6,0,165.0
13750,3,0,1,1,0.64,0.5758,0.83,0.1045,3,8,1,7.0
4148,3,0,0,2,0.72,0.6515,0.45,0.2537,18,6,0,428.0
6632,4,0,0,1,0.5,0.4848,0.77,0.0,22,10,0,137.0
7515,4,0,1,1,0.56,0.5303,0.56,0.2836,18,11,0,377.0
9150,1,0,0,3,0.16,0.1364,0.8,0.2836,4,1,1,3.0
16889,4,0,1,2,0.36,0.3182,0.53,0.4478,12,12,1,112.0
10560,2,0,1,2,0.5,0.4848,0.88,0.194,3,3,1,4.0
4862,3,0,1,1,0.84,0.7273,0.28,0.0,12,7,0,171.0
13742,3,0,1,3,0.74,0.6818,0.62,0.3582,19,7,1,596.0
14137,3,0,1,1,0.62,0.2424,0.78,0.1343,6,8,1,110.0
2788,2,0,0,1,0.42,0.4242,0.77,0.1045,2,5,0,28.0
13451,3,0,1,1,0.84,0.7727,0.47,0.0896,16,7,1,527.0
2973,2,0,0,1,0.56,0.5303,0.64,0.0,19,5,0,387.0
9575,1,0,1,2,0.24,0.2424,0.87,0.1343,22,2,1,62.0
3310,2,0,0,1,0.64,0.6061,0.65,0.1642,20,5,0,227.0
16012,4,0,0,1,0.3,0.2727,0.52,0.2985,21,11,1,141.0
3379,2,0,1,1,0.74,0.6667,0.51,0.2239,17,5,0,513.0
15544,4,0,0,1,0.56,0.5303,0.73,0.4478,21,10,1,209.0
11735,2,0,1,3,0.56,0.5303,0.88,0.2239,4,5,1,2.0
2119,2,0,0,1,0.28,0.303,0.7,0.0896,4,4,0,11.0
1326,1,0,1,3,0.46,0.4545,0.94,0.2239,13,2,0,90.0
14852,3,0,0,1,0.54,0.5152,0.64,0.0,1,9,1,116.0
15916,4,0,1,2,0.4,0.4091,0.5,0.194,21,10,1,190.0
1459,1,0,0,2,0.4,0.4091,0.82,0.2836,2,3,0,9.0
3334,2,0,1,1,0.64,0.5758,0.83,0.2239,20,5,0,218.0
5012,3,0,1,1,0.78,0.697,0.43,0.194,18,8,0,585.0
4639,3,0,0,1,0.64,0.6061,0.69,0.2239,5,7,0,12.0
5714,3,0,1,1,0.74,0.6515,0.37,0.1045,13,8,0,229.0
8950,1,0,1,1,0.26,0.2424,0.38,0.2836,19,1,1,234.0
11648,2,0,0,1,0.74,0.6818,0.55,0.1343,13,5,1,550.0
7089,4,0,1,1,0.34,0.3182,0.66,0.2537,0,10,0,64.0
8404,1,0,1,2,0.5,0.4848,0.94,0.3582,20,12,0,113.0
13759,3,0,1,1,0.8,0.7424,0.49,0.1045,12,8,1,297.0
9252,1,0,1,2,0.3,0.303,0.81,0.1343,10,1,1,153.0
1586,1,0,1,2,0.36,0.3333,0.5,0.3582,14,3,0,85.0
17003,4,0,0,2,0.34,0.3636,0.87,0.0,6,12,1,27.0
8291,4,0,0,1,0.26,0.2576,0.6,0.194,3,12,0,13.0
15400,4,1,0,2,0.4,0.4091,0.76,0.2239,21,10,1,204.0
16583,4,0,1,1,0.34,0.3333,0.31,0.1343,17,11,1,561.0
13664,3,0,0,1,0.86,0.7879,0.41,0.2836,13,7,1,494.0
10379,1,0,1,1,0.64,0.6212,0.53,0.3284,14,3,1,233.0
12005,2,0,0,1,0.66,0.6212,0.34,0.2985,10,5,1,442.0
7918,4,0,1,1,0.4,0.4091,0.4,0.2239,14,12,0,199.0
5932,3,0,1,1,0.7,0.6667,0.79,0.2537,17,9,0,488.0
17375,1,0,1,2,0.26,0.2576,0.6,0.1642,20,12,1,91.0
14497,3,0,0,1,0.68,0.6364,0.79,0.0,6,9,1,15.0
16254,4,0,1,2,0.26,0.303,0.65,0.0,0,11,1,26.0
11047,2,0,1,1,0.5,0.4848,0.36,0.0,11,4,1,229.0
5502,3,0,1,1,0.68,0.6364,0.65,0.194,4,8,0,10.0
10421,1,0,1,1,0.44,0.4394,0.77,0.1045,8,3,1,585.0
13415,3,0,1,1,0.72,0.6818,0.7,0.1343,4,7,1,8.0
6224,3,0,1,2,0.62,0.5455,0.94,0.0,22,9,0,160.0
11537,2,0,1,2,0.52,0.5,0.55,0.1642,22,4,1,173.0
3997,2,0,1,2,0.6,0.5758,0.78,0.1045,11,6,0,141.0
11443,2,0,1,1,0.54,0.5152,0.68,0.5522,0,4,1,46.0
7599,4,0,1,1,0.22,0.2576,0.44,0.0896,6,11,0,63.0
5814,3,0,0,1,0.76,0.7273,0.66,0.2239,17,9,0,371.0
8158,4,0,0,1,0.3,0.3333,0.28,0.0,14,12,0,266.0
15535,4,0,0,1,0.62,0.6212,0.46,0.3284,12,10,1,681.0
10936,2,0,1,1,0.44,0.4394,0.41,0.194,20,4,1,260.0
14073,3,0,1,1,0.82,0.7424,0.41,0.2239,14,8,1,246.0
2086,2,0,1,1,0.34,0.303,0.49,0.3284,19,4,0,130.0
373,1,1,0,2,0.2,0.197,0.44,0.194,1,1,0,25.0
2182,2,0,1,1,0.36,0.3333,0.43,0.2985,19,4,0,90.0
9977,1,0,0,1,0.3,0.2576,0.28,0.5821,18,2,1,195.0
15991,4,0,0,1,0.3,0.3182,0.61,0.1045,0,11,1,108.0
17107,4,0,1,2,0.36,0.3485,0.53,0.194,14,12,1,181.0
10690,2,0,1,1,0.48,0.4697,0.29,0.6866,13,3,1,228.0
11428,2,0,1,3,0.46,0.4545,0.88,0.1642,9,4,1,79.0
13766,3,0,1,1,0.74,0.697,0.66,0.2537,19,8,1,492.0
7573,4,0,1,2,0.4,0.4091,0.62,0.4179,4,11,0,6.0
15212,4,0,1,1,0.44,0.4394,0.77,0.0896,1,10,1,18.0
3115,2,0,0,2,0.56,0.5303,0.88,0.194,17,5,0,252.0
10400,1,0,1,2,0.62,0.6212,0.41,0.1642,11,3,1,318.0
10097,1,0,1,1,0.48,0.4697,0.41,0.3284,19,3,1,327.0
17080,4,0,1,1,0.4,0.4091,0.54,0.2239,11,12,1,233.0
6695,4,0,1,2,0.6,0.5909,0.73,0.194,13,10,0,181.0
13602,3,0,1,1,0.68,0.6364,0.57,0.2985,23,7,1,140.0
12680,2,0,0,1,0.64,0.6212,0.53,0.1642,13,6,1,615.0
16654,4,0,0,2,0.34,0.3485,0.76,0.1045,17,12,1,309.0
6904,4,0,1,1,0.42,0.4242,0.77,0.4478,7,10,0,309.0
15539,4,0,0,1,0.64,0.6212,0.41,0.2985,16,10,1,680.0
14531,3,0,0,1,0.74,0.697,0.7,0.0,16,9,1,356.0
11720,2,0,1,3,0.64,0.6061,0.65,0.2537,13,5,1,265.0
12290,2,0,1,2,0.64,0.5758,0.89,0.194,7,6,1,360.0
9276,1,0,1,3,0.48,0.4697,1.0,0.1642,10,1,1,105.0
5627,3,0,0,2,0.7,0.6667,0.84,0.4179,9,8,0,175.0
11708,2,0,1,2,0.52,0.5,0.59,0.2239,1,5,1,9.0
9815,1,0,0,1,0.4,0.4091,0.4,0.4478,22,2,1,66.0
8951,1,0,1,1,0.24,0.2424,0.41,0.1642,20,1,1,169.0
12877,3,0,1,1,0.76,0.6667,0.27,0.4478,18,6,1,804.0
10818,2,0,0,2,0.4,0.4091,0.71,0.3284,21,3,1,204.0
12348,2,0,0,1,0.7,0.6364,0.34,0.2537,17,6,1,560.0
8097,4,0,1,1,0.24,0.2879,0.65,0.0,1,12,0,11.0
12959,3,0,1,1,0.7,0.6515,0.65,0.1642,4,6,1,8.0
1489,1,0,1,1,0.24,0.2121,0.6,0.2985,10,3,0,66.0
17186,1,0,0,1,0.24,0.2879,0.7,0.0,21,12,1,34.0
16027,4,0,1,1,0.36,0.3333,0.43,0.3284,12,11,1,176.0
14746,3,0,1,1,0.7,0.6364,0.28,0.1045,15,9,1,291.0
13552,3,0,1,1,0.76,0.7121,0.62,0.194,21,7,1,328.0
7822,4,0,0,1,0.54,0.5152,0.6,0.194,13,11,0,415.0
7248,4,0,1,1,0.52,0.5,0.52,0.1642,15,11,0,191.0
9315,1,0,0,1,0.3,0.2727,0.28,0.3582,1,1,1,77.0
468,1,0,1,1,0.2,0.1515,0.21,0.5821,13,1,0,62.0
27,1,0,0,2,0.46,0.4545,0.94,0.194,3,1,0,36.0
3107,2,0,0,2,0.52,0.5,0.94,0.0896,9,5,0,134.0
5597,3,0,1,1,0.6,0.5455,0.88,0.1045,3,8,0,6.0
14480,3,0,1,1,0.88,0.7576,0.27,0.3284,13,8,1,410.0
13963,3,0,1,1,0.7,0.6515,0.65,0.0896,0,8,1,60.0
805,1,0,0,1,0.26,0.2576,0.7,0.194,0,2,0,37.0
17136,1,0,1,1,0.28,0.2576,0.45,0.2985,19,12,1,117.0
14547,3,1,0,2,0.7,0.6667,0.84,0.1045,8,9,1,155.0
9522,1,0,1,1,0.4,0.4091,0.43,0.2537,17,2,1,468.0
14170,3,0,0,1,0.76,0.6667,0.37,0.2239,15,8,1,607.0
9416,1,0,1,3,0.36,0.3788,0.9,0.0,6,2,1,67.0
3268,2,0,0,1,0.52,0.5,0.72,0.1045,2,5,0,79.0
1143,1,0,0,2,0.26,0.2576,0.41,0.194,10,2,0,55.0
6933,4,0,1,1,0.5,0.4848,0.45,0.2985,12,10,0,164.0
2737,2,0,1,1,0.54,0.5152,0.39,0.0896,23,4,0,48.0
15670,4,0,0,1,0.42,0.4242,0.77,0.1343,3,10,1,28.0
8781,1,0,1,1,0.46,0.4545,0.36,0.2239,17,1,1,460.0
7555,4,0,1,3,0.46,0.4545,0.94,0.0,10,11,0,54.0
9785,1,0,1,1,0.42,0.4242,0.32,0.2985,16,2,1,197.0
8426,1,0,1,2,0.44,0.4394,0.62,0.0896,18,12,0,142.0
16648,4,0,0,2,0.32,0.3333,0.76,0.1045,11,12,1,340.0
12715,2,0,1,2,0.6,0.5758,0.78,0.1642,0,6,1,111.0
11478,2,0,0,2,0.38,0.3939,0.4,0.1045,11,4,1,451.0
1206,1,0,1,1,0.14,0.1515,0.54,0.1642,8,2,0,177.0
135,1,0,1,2,0.22,0.2121,0.55,0.2239,21,1,0,57.0
9469,1,0,0,1,0.3,0.3333,0.7,0.0,11,2,1,300.0
15851,4,0,0,2,0.56,0.5303,0.64,0.2836,16,10,1,434.0
4089,3,0,1,2,0.66,0.6061,0.83,0.2239,7,6,0,263.0
8425,1,0,1,2,0.44,0.4394,0.67,0.1642,17,12,0,115.0
5528,3,0,1,1,0.54,0.5152,0.6,0.194,6,8,0,106.0
83,1,0,1,1,0.28,0.2727,0.52,0.2537,15,1,0,57.0
13935,3,0,1,1,0.74,0.697,0.66,0.194,20,8,1,513.0
925,1,0,1,1,0.1,0.1364,0.54,0.0896,2,2,0,1.0
9016,1,1,0,2,0.24,0.197,0.41,0.4179,13,1,1,168.0
13438,3,0,1,1,0.72,0.6818,0.7,0.1045,3,7,1,7.0
16021,4,0,1,2,0.3,0.2879,0.49,0.2836,6,11,1,124.0
9195,1,0,1,2,0.32,0.303,0.93,0.2537,1,1,1,13.0
2088,2,0,1,1,0.32,0.3333,0.53,0.1343,21,4,0,32.0
1398,1,0,1,1,0.22,0.2576,0.25,0.0896,13,3,0,47.0
12097,2,0,1,2,0.6,0.5455,0.88,0.1642,6,5,1,126.0
12561,2,0,1,3,0.64,0.5758,0.89,0.2537,14,6,1,239.0
1983,2,0,1,2,0.26,0.2727,0.25,0.0,12,3,0,78.0
16467,4,0,1,1,0.46,0.4545,0.47,0.2537,21,11,1,165.0
6760,4,0,1,3,0.56,0.5303,0.88,0.194,6,10,0,49.0
16253,4,0,1,1,0.24,0.2424,0.7,0.1343,23,11,1,64.0
7336,4,0,1,2,0.28,0.3182,0.93,0.0,7,11,0,35.0
12187,2,1,0,1,0.62,0.5758,0.83,0.2239,0,5,1,142.0
5217,3,0,1,1,0.7,0.6515,0.58,0.0896,7,8,0,343.0
5732,3,0,1,1,0.6,0.5758,0.78,0.0,7,9,0,328.0
3860,2,0,1,1,0.62,0.6212,0.51,0.3284,18,6,0,547.0
2798,2,0,0,2,0.48,0.4697,0.77,0.1045,12,5,0,141.0
16352,4,0,1,2,0.36,0.3333,0.66,0.2537,2,11,1,4.0
16572,4,0,1,2,0.26,0.2576,0.65,0.2239,6,11,1,147.0
3902,2,0,1,1,0.72,0.6667,0.54,0.3881,12,6,0,235.0
6442,4,0,0,1,0.5,0.4848,0.63,0.3881,0,10,0,89.0
9384,1,0,1,1,0.44,0.4394,0.35,0.2985,22,1,1,109.0
16593,4,0,1,1,0.2,0.2273,0.75,0.0896,4,11,1,4.0
12559,2,0,1,3,0.66,0.6061,0.83,0.2537,12,6,1,59.0
5923,3,0,1,3,0.62,0.5455,0.94,0.1642,8,9,0,195.0
13765,3,0,1,3,0.76,0.7121,0.62,0.2239,18,8,1,683.0
6733,4,0,1,2,0.54,0.5152,1.0,0.194,3,10,0,9.0
13447,3,0,1,1,0.84,0.7879,0.49,0.2836,12,7,1,237.0
7293,4,0,0,1,0.36,0.3485,0.46,0.1642,12,11,0,292.0
7636,4,0,0,2,0.34,0.3333,0.71,0.1343,19,11,0,126.0
14548,3,1,0,2,0.7,0.6667,0.84,0.1343,9,9,1,237.0
4100,3,0,1,1,0.76,0.6667,0.37,0.2985,18,6,0,557.0
3843,2,0,1,1,0.6,0.6212,0.49,0.2537,1,6,0,4.0
5767,3,0,1,2,0.68,0.6364,0.65,0.194,18,9,0,518.0
17145,1,0,0,1,0.26,0.2576,0.48,0.194,4,12,1,5.0
10718,2,0,1,1,0.44,0.4394,0.16,0.0,17,3,1,606.0
17299,1,0,1,1,0.3,0.303,0.49,0.1343,16,12,1,278.0
4866,3,0,1,1,0.86,0.7576,0.36,0.2836,16,7,0,268.0
10086,1,0,1,1,0.42,0.4242,0.94,0.1343,8,3,1,562.0
7862,4,0,1,1,0.52,0.5,0.83,0.2836,6,11,0,72.0
4767,3,0,1,1,0.94,0.9848,0.51,0.1642,13,7,0,115.0
1698,1,0,1,2,0.36,0.3485,0.81,0.1642,10,3,0,75.0
10346,1,0,1,1,0.34,0.3333,0.61,0.194,5,3,1,21.0
15233,4,0,1,3,0.54,0.5152,0.77,0.0896,22,10,1,23.0
15634,4,0,1,2,0.6,0.6061,0.6,0.194,15,10,1,448.0
3721,2,0,1,1,0.76,0.7424,0.75,0.194,23,6,0,123.0
17132,1,0,1,2,0.3,0.2727,0.42,0.3881,15,12,1,224.0
16255,4,0,1,2,0.26,0.2727,0.65,0.1045,1,11,1,16.0
5094,3,0,1,1,0.64,0.5909,0.78,0.1343,4,8,0,5.0
13055,3,0,1,1,0.68,0.6364,0.65,0.1045,4,7,1,5.0
4907,3,0,1,1,0.78,0.7424,0.59,0.194,9,7,0,208.0
8144,4,0,0,1,0.2,0.197,0.51,0.2239,0,12,0,71.0
14058,3,0,1,1,0.7,0.6515,0.7,0.2239,23,8,1,171.0
10957,2,0,1,1,0.52,0.5,0.23,0.4179,17,4,1,702.0
9209,1,0,1,2,0.4,0.4091,0.71,0.1642,15,1,1,128.0
2608,2,0,0,1,0.58,0.5455,0.78,0.3582,14,4,0,153.0
4614,3,0,0,1,0.6,0.5909,0.73,0.0896,4,7,0,10.0
4554,3,0,1,2,0.66,0.5909,0.89,0.0,16,7,0,198.0
11928,2,0,1,1,0.56,0.5303,0.68,0.3284,5,5,1,24.0
16601,4,0,1,1,0.36,0.3485,0.4,0.1642,12,11,1,196.0
2227,2,0,1,1,0.6,0.6212,0.35,0.0,16,4,0,202.0
6827,4,0,1,1,0.56,0.5303,0.54,0.3881,1,10,0,12.0
7298,4,0,0,1,0.38,0.3939,0.4,0.1642,17,11,0,245.0
875,1,0,1,1,0.12,0.1061,0.33,0.3582,22,2,0,12.0
16545,4,0,1,3,0.32,0.3333,0.7,0.1343,3,11,1,2.0
12072,2,0,1,3,0.56,0.5303,0.88,0.2537,5,5,1,15.0
8115,4,0,1,1,0.34,0.3636,0.61,0.0,19,12,0,268.0
10978,2,0,0,1,0.5,0.4848,0.22,0.2985,14,4,1,678.0
2323,2,0,1,1,0.74,0.6667,0.48,0.5224,17,4,0,383.0
273,1,0,1,1,0.16,0.1364,0.5,0.3284,20,1,0,56.0
3021,2,0,1,1,0.6,0.6212,0.43,0.2239,19,5,0,384.0
6275,4,0,0,2,0.58,0.5455,0.94,0.0896,1,9,0,124.0
15421,4,0,1,2,0.5,0.4848,0.72,0.2239,18,10,1,692.0
13457,3,0,1,3,0.66,0.5909,0.89,0.2537,22,7,1,129.0
5893,3,0,1,3,0.62,0.5455,0.94,0.1045,1,9,0,20.0
1047,1,0,1,1,0.24,0.2121,0.52,0.2836,9,2,0,143.0
9245,1,0,1,2,0.28,0.303,0.75,0.0896,3,1,1,3.0
8295,4,0,0,2,0.26,0.2576,0.56,0.2239,7,12,0,41.0
9880,1,0,1,1,0.38,0.3939,0.4,0.4478,17,2,1,410.0
16947,4,0,1,1,0.26,0.2879,0.6,0.0896,22,12,1,133.0
257,1,0,1,1,0.14,0.1515,0.86,0.1343,2,1,0,2.0
9376,1,0,1,1,0.5,0.4848,0.29,0.3284,14,1,1,222.0
5743,3,0,1,1,0.72,0.6667,0.54,0.2239,18,9,0,571.0
794,1,0,0,3,0.22,0.2273,1.0,0.1642,13,2,0,52.0
10505,1,0,0,1,0.52,0.5,0.77,0.1343,20,3,1,170.0
9352,1,0,1,1,0.32,0.3333,0.24,0.1343,14,1,1,117.0
9319,1,0,0,1,0.2,0.2121,0.51,0.1343,5,1,1,6.0
2802,2,0,0,2,0.5,0.4848,0.72,0.194,16,5,0,359.0
15408,4,0,1,2,0.38,0.3939,0.82,0.194,5,10,1,24.0
9656,1,0,0,1,0.08,0.0909,0.53,0.194,7,2,1,20.0
12131,2,0,1,1,0.78,0.7121,0.52,0.2239,16,5,1,334.0
10184,1,0,1,2,0.24,0.2576,0.6,0.0,10,3,1,103.0
14827,3,0,0,1,0.6,0.5606,0.83,0.1045,0,9,1,142.0
2937,2,0,0,1,0.48,0.4697,0.59,0.0,7,5,0,318.0
7806,4,0,0,2,0.38,0.3939,0.82,0.0,21,11,0,157.0
3481,2,0,0,1,0.66,0.5909,0.89,0.1642,23,5,0,125.0
14927,3,0,1,2,0.52,0.5,0.68,0.3582,4,9,1,10.0
7834,4,0,1,1,0.46,0.4545,0.77,0.2985,1,11,0,15.0
13317,3,0,0,2,0.7,0.6515,0.54,0.1045,2,7,1,115.0
1043,1,0,1,1,0.2,0.197,0.47,0.194,5,2,0,5.0
3745,2,0,1,2,0.74,0.697,0.57,0.1642,23,6,0,69.0
8883,1,0,1,1,0.26,0.303,0.81,0.0,0,1,1,31.0
15341,4,0,0,1,0.62,0.6061,0.69,0.2836,10,10,1,379.0
13052,3,0,1,1,0.72,0.6667,0.58,0.0,1,7,1,42.0
12035,2,0,1,2,0.64,0.6061,0.73,0.2537,16,5,1,332.0
14987,3,0,1,1,0.7,0.6515,0.54,0.194,16,9,1,460.0
15286,4,0,1,2,0.62,0.5606,0.88,0.0,3,10,1,7.0
16836,4,0,0,3,0.4,0.4091,0.87,0.2239,7,12,1,225.0
1880,2,0,1,2,0.28,0.2727,1.0,0.194,3,3,0,1.0
6648,4,0,0,1,0.68,0.6364,0.47,0.1642,14,10,0,485.0
14834,3,0,0,1,0.54,0.5152,0.52,0.2836,7,9,1,48.0
10769,2,0,1,1,0.46,0.4545,0.38,0.2985,20,3,1,252.0
7877,4,0,1,2,0.38,0.3939,0.87,0.2537,21,11,0,90.0
15277,4,0,1,1,0.7,0.6515,0.65,0.0,18,10,1,761.0
1175,1,1,0,2,0.24,0.2121,0.87,0.3582,18,2,0,83.0
6253,4,0,1,2,0.6,0.5,1.0,0.0,3,9,0,13.0
3657,2,0,1,1,0.62,0.5909,0.78,0.1045,7,6,0,314.5
11275,2,0,1,1,0.48,0.4697,0.67,0.1045,0,4,1,48.0
5116,3,0,0,1,0.66,0.6061,0.78,0.2239,2,8,0,94.0
9945,1,0,1,3,0.36,0.3485,0.81,0.1642,10,2,1,105.0
9801,1,0,0,1,0.22,0.2727,0.87,0.0,8,2,1,90.0
16225,4,0,1,1,0.32,0.2879,0.49,0.3582,19,11,1,336.0
7303,4,0,0,1,0.3,0.3333,0.65,0.0,22,11,0,65.0
11455,2,0,1,1,0.46,0.4545,0.36,0.3582,12,4,1,224.0
3986,2,0,1,1,0.66,0.6061,0.83,0.1642,0,6,0,35.0
3784,2,0,0,1,0.82,0.7727,0.49,0.1045,14,6,0,380.0
6918,4,0,1,1,0.44,0.4394,0.51,0.2985,21,10,0,145.0
199,1,0,0,1,0.22,0.1818,0.32,0.4627,14,1,0,95.0
6192,3,0,1,2,0.58,0.5455,0.88,0.194,14,9,0,223.0
554,1,0,1,1,0.16,0.1515,0.74,0.2239,7,1,0,101.0
12753,2,0,1,1,0.88,0.803,0.39,0.194,14,6,1,263.0
10599,2,0,1,1,0.66,0.6212,0.65,0.1642,18,3,1,522.0
345,1,0,0,2,0.32,0.303,0.39,0.2239,21,1,0,51.0
17198,1,0,1,2,0.26,0.303,0.65,0.0,10,12,1,207.0
6161,3,0,1,2,0.5,0.4848,0.82,0.2239,7,9,0,309.0
7369,4,0,1,1,0.56,0.5303,0.46,0.1343,16,11,0,295.0
11872,2,0,1,2,0.58,0.5455,0.83,0.0896,21,5,1,374.0
8138,4,0,0,1,0.26,0.2576,0.38,0.2239,18,12,0,165.0
2236,2,0,1,2,0.34,0.3333,0.76,0.1343,1,4,0,10.0
6886,4,0,1,2,0.54,0.5152,0.94,0.2836,13,10,0,54.0
3169,2,0,1,1,0.56,0.5303,0.88,0.0896,23,5,0,61.0
1747,1,0,1,2,0.56,0.5303,0.49,0.3582,12,3,0,105.0
2656,2,0,1,1,0.72,0.6667,0.54,0.2239,14,4,0,137.0
12945,3,0,1,1,0.86,0.7273,0.25,0.3284,14,6,1,219.0
2154,2,0,1,1,0.76,0.6667,0.23,0.5522,15,4,0,141.0
3315,2,0,1,1,0.56,0.5303,0.88,0.1045,1,5,0,20.0
11021,2,0,1,1,0.46,0.4545,0.31,0.3582,9,4,1,408.0
12467,2,0,1,1,0.76,0.6667,0.29,0.2985,16,6,1,487.0
15260,4,0,1,2,0.62,0.5455,0.94,0.0,1,10,1,25.0
15301,4,0,1,1,0.66,0.6212,0.57,0.1045,18,10,1,761.0
16475,4,0,0,1,0.26,0.2273,0.41,0.3284,5,11,1,2.0
13475,3,0,1,2,0.68,0.6364,0.83,0.3284,16,7,1,332.0
17142,1,0,0,1,0.26,0.2121,0.44,0.4478,1,12,1,31.0
9543,1,0,1,1,0.44,0.4394,0.38,0.2537,14,2,1,170.0
6057,3,0,1,2,0.64,0.6061,0.69,0.1045,23,9,0,98.0
6137,3,0,0,1,0.46,0.4545,0.72,0.2239,7,9,0,114.0
2453,2,0,0,1,0.4,0.4091,0.66,0.1343,3,4,0,23.0
218,1,0,1,2,0.14,0.1212,0.5,0.2537,9,1,0,133.0
8040,4,0,1,3,0.46,0.4545,1.0,0.2537,16,12,0,131.0
5290,3,0,0,2,0.7,0.6515,0.65,0.1642,8,8,0,118.0
360,1,0,0,1,0.24,0.2121,0.41,0.2836,12,1,0,99.0
11225,2,0,1,1,0.54,0.5152,0.3,0.2537,22,4,1,202.0
12170,2,0,0,1,0.62,0.5606,0.88,0.1642,7,5,1,54.0
4724,3,0,1,1,0.84,0.8333,0.59,0.2239,18,7,0,472.0
12954,3,0,1,1,0.74,0.6667,0.48,0.1343,23,6,1,87.0
15613,4,0,1,1,0.52,0.5,0.59,0.1642,18,10,1,731.0
5076,3,0,1,1,0.72,0.6667,0.71,0.2985,10,8,0,108.0
9705,1,0,1,2,0.24,0.2879,0.7,0.0,8,2,1,501.0
13819,3,0,0,1,0.74,0.7121,0.79,0.1642,0,8,1,153.0
7112,4,0,1,3,0.3,0.2727,0.81,0.3284,23,10,0,36.0
3282,2,0,0,2,0.72,0.6515,0.39,0.2537,16,5,0,342.0
9272,1,0,1,2,0.42,0.4242,1.0,0.3284,6,1,1,136.0
4770,3,0,1,3,0.9,0.8333,0.39,0.2985,16,7,0,277.0
11301,2,0,0,1,0.52,0.5,0.77,0.1343,2,4,1,75.0
13676,3,0,0,1,0.66,0.6061,0.83,0.1045,1,7,1,76.0
4872,3,0,1,1,0.76,0.697,0.55,0.1343,22,7,0,182.0
15394,4,1,0,3,0.42,0.4242,0.58,0.194,15,10,1,98.0
10665,2,0,0,2,0.4,0.4091,0.94,0.2239,12,3,1,486.0
12011,2,0,0,1,0.72,0.6515,0.42,0.3582,16,5,1,616.0
13441,3,0,1,1,0.72,0.6818,0.66,0.1343,6,7,1,154.0
4896,3,0,1,1,0.72,0.6667,0.48,0.0,22,7,0,157.0
16117,4,0,1,1,0.26,0.2727,0.65,0.1343,7,11,1,357.0
2977,2,0,0,1,0.46,0.4545,0.88,0.0896,23,5,0,72.0
8440,1,0,1,1,0.4,0.4091,0.76,0.2537,8,12,0,156.0
1479,1,0,0,2,0.22,0.197,1.0,0.4179,23,3,0,10.0
8698,1,0,1,1,0.14,0.1212,0.59,0.2836,6,1,1,64.0
9213,1,0,1,1,0.44,0.4394,0.51,0.0896,19,1,1,330.0
4679,3,0,1,1,0.74,0.697,0.66,0.194,21,7,0,242.0
4043,3,0,1,1,0.72,0.697,0.79,0.1642,9,6,0,179.0
1583,1,0,1,2,0.32,0.303,0.57,0.2985,11,3,0,78.0
7034,4,0,1,1,0.56,0.5303,0.37,0.1045,17,10,0,481.0
16827,4,0,0,2,0.38,0.3939,0.94,0.1045,22,12,1,78.0
4984,3,0,0,1,0.9,0.7727,0.24,0.1642,14,7,0,404.0
11063,2,0,1,1,0.3,0.2879,0.49,0.2239,3,4,1,2.0
1352,1,0,1,1,0.34,0.3636,0.34,0.0,15,3,0,94.0
5359,3,0,1,1,0.62,0.5909,0.73,0.2836,5,8,0,17.0
1182,1,0,1,2,0.12,0.1212,0.8,0.2836,7,2,0,91.0
